canonical_query_id,asset_id,filename,relevance,review_status
GQ026,v2_asset_049,鸭_活动_鸭舍_金属地面_01.mp4,2,已确认
GQ026,v2_asset_050,鸭_活动_鸭舍_群体_02.mp4,2,已确认
GQ027,v2_asset_091,猪_活动_猪舍_风机_01.mp4,2,已确认
GQ028,v2_asset_092,猪_活动_猪舍_环境控制屏_01.mp4,2,已确认
GQ029,v2_asset_090,猪_活动_明亮猪舍_采光管理_01.mp4,2,已确认
GQ030,v2_asset_100,猪舍_空栏展示_猪舍_清洁栏位_01.mp4,2,已确认
GQ031,v2_asset_096,猪_躺卧_猪舍_皮肤观察_01.mp4,2,已确认
GQ031,v2_asset_097,猪_躺卧休息_猪舍_精神低落_01.mp4,2,已确认
GQ031,v2_asset_098,猪_躺卧休息_猪舍_群体低能量_02.mp4,2,已确认
GQ031,v2_asset_099,猪_休息_猪舍_光线昏暗_01.mp4,0,已确认
GQ032,v2_asset_086,猪_喝水_猪舍_饮水槽_01.mp4,2,已确认
GQ032,v2_asset_087,猪_喝水_猪舍_饮水槽_03.mp4,2,已确认
GQ032,v2_asset_088,猪_喝水_猪舍_饮水槽_06.mp4,2,已确认
GQ033,v2_asset_045,牛_喝水_牛舍_水槽_03.mp4,2,已确认
GQ033,v2_asset_046,牛_喝水_牛舍_水槽_05.mp4,2,已确认
GQ034,v2_asset_060,羊_喝水_羊舍_饮水盆_01.mp4,2,已确认
GQ034,v2_asset_061,羊_喝水_羊舍_圆形水盆_03.mp4,2,已确认
GQ034,v2_asset_062,羊_喝水_羊舍_长水槽_04.mp4,2,已确认
GQ035,v2_asset_041,牛_喝水_户外牧场_水管_02.mp4,2,已确认
GQ035,v2_asset_042,牛_喝水_户外牧场_水盆_04.mp4,2,已确认
GQ035,v2_asset_043,牛_喝水_户外牧场_水桶_01.mp4,2,已确认
GQ035,v2_asset_044,牛_喝水_户外牧场_水桶_06.mp4,2,已确认
GQ036,v2_asset_051,羊_吃料_户外牧场_圆形料盆_07.mp4,2,已确认
GQ037,v2_asset_057,羊_吃料_羊舍_长料槽_03.mp4,2,已确认
GQ038,v2_asset_039,牛_吃料_牛舍_长料槽_05.mp4,2,已确认
GQ038,v2_asset_040,牛_吃料_牛舍_长料槽_06.mp4,2,已确认
GQ039,v2_asset_082,猪_吃料_猪舍_长料槽_02.mp4,2,已确认
GQ039,v2_asset_083,猪_吃料_猪舍_长料槽_06.mp4,2,已确认
GQ040,v2_asset_012,工作人员_给猪打疫苗_户外猪场_黑猪_02.mp4,2,已确认
